imageName,lat,lng,dataTime,remark,上傳者,標註者,驗證者,標籤,createdAt,updatedAt,原本有無設置人行空間,保護性,原始總寬度－是否夠寬讓輪椅通行,佔用情形(多選)-導致兩人交會需停讓或淨寬<1.5米,行人被迫實際行走路徑中會碰到的最大動態風險,承受上題風險的頻率,使用目的,思源地圖類別-無須填寫,思源地圖名稱-無須填寫,imageUrl,_id,rank_a1,rank_b1,rank_c1
00102.jpg,25.11660222,121.5172586,2022-11-26 14:46:00,,6382d74bd8489cb52b0a5963_Avery Ying,63a5adfd4ee1ac5ee3632750_凱翊 王,63ae90184ee1acc7746328de_Oliver undefined,不符規定,2022-11-27 12:05:22,2023-01-05 21:23:28,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382e202d8489cccee0a5978.jpg,6382e202d8489cccee0a5978,8.6,3,5
00103.jpg,25.11660222,121.5172586,2022-11-26 14:47:00,,6382d74bd8489cb52b0a5963_Avery Ying,,,,2022-11-27 12:05:57,2022-11-27 12:05:57,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382e225d8489c17e20a597a.jpg,6382e225d8489c17e20a597a,7.6,0.5,2.5
00104.jpg,25.11660222,121.5172586,2022-11-26 14:47:00,,6382d74bd8489cb52b0a5963_Avery Ying,,,,2022-11-27 12:06:56,2022-11-27 12:06:56,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382e260d8489c19740a597b.jpg,6382e260d8489c19740a597b,7.6,0.5,2.5
00105.jpg,25.11660222,121.5172586,2022-11-26 14:47:00,,6382d74bd8489cb52b0a5963_Avery Ying,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-11-27 12:08:13,2022-12-27 8:46:45,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382e2add8489c994c0a597c.jpg,6382e2add8489c994c0a597c,8.6,3,5
00106.jpg,25.12354556,121.5253925,2022-11-23 9:41:00,,6382d74bd8489cb52b0a5963_Avery Ying,60e34449b652fe824b444847_哲瑋 劉,,符合規定,2022-11-27 13:48:31,2022-11-30 13:08:37,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅無法通行（窄於100公分）,公共設施阻礙（機電設備）,有汽車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fa2fd8489c7c900a597e.jpg,6382fa2fd8489c7c900a597e,1.6,-9.5,0
00107.jpg,24.7255008,121.0890019,2022-11-27 8:30:00,,6382ce28d8489c362b0a5946_石曉晴,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-11-27 13:52:47,2022-12-23 7:47:36,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙|私人佔用（臨時停車）,有機車行駛,偶爾如此(29~10%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fb2fd8489c6c820a5980.jpg,6382fb2fd8489c6c820a5980,5.2,-2,1.6
00108.jpg,24.15260792,120.6632923,2022-11-27 13:50:00,,6382d396d8489ce7ae0a594a_政宏 潘,63aaba694ee1ac5fdf6327b9_SWL,,符合規定,2022-11-27 13:54:08,2022-12-27 17:41:43,有設置人行道或騎樓,實體人行道(無實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,有自行車行駛,有時如此(49~30%),親子活動|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fb80d8489cfa3d0a5981.jpg,6382fb80d8489cfa3d0a5981,7.8,4.5,4
00109.jpg,25.05148803,121.5821528,2022-11-27 13:49:00,,6382d3c1d8489c4bb20a594b_露露 米,,,,2022-11-27 13:55:06,2022-11-27 13:55:06,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,無佔用或阻礙,有機車行駛,總是如此(100%~95%),工作|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fbbad8489c05b00a5982.jpg,6382fbbad8489c05b00a5982,6.4,4,4
00110.jpg,25.09370733,121.7121702,2022-11-08 13:52:00,,6382cd1cd8489c89f40a5945_lorraine ku,60e34449b652fe824b444847_哲瑋 劉,63a7e7d54ee1ac1a25632773_Corey Wong,符合規定,2022-11-27 13:56:51,2022-12-25 14:06:47,沒有設置人行道或騎樓,實體人行道(無實體分隔),輪椅無法通行（窄於100公分）,私人佔用（臨時停車）|沒有人行道或騎樓,無人行道或騎樓,通常如此(94~80%),就醫、照護|通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fc23d8489c16290a5983.jpg,6382fc23d8489c16290a5983,0,-6,0
00111.jpg,25.11672917,121.5161558,2022-11-26 14:51:00,,6382d74bd8489cb52b0a5963_Avery Ying,,,,2022-11-27 13:57:47,2022-11-27 13:57:47,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fc5bd8489cd82e0a5984.jpg,6382fc5bd8489cd82e0a5984,5.2,-2,1.6
00112.jpg,24.73284362,121.088503,2022-11-27 9:35:00,,6382ce28d8489c362b0a5946_石曉晴,63a5adfd4ee1ac5ee3632750_凱翊 王,6220a7e810be1548e5c8d09a_中梅 韓,不符規定,2022-11-27 13:58:08,2023-01-24 11:27:06,有設置人行道或騎樓,標線人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,無車輛行駛,總是如此(100%~95%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fc70d8489c073a0a5985.jpg,6382fc70d8489c073a0a5985,10,10,10
00113.jpg,24.98810833,121.5092467,2022-11-27 13:53:00,,6382ccfdd8489c5e640a5944_Tiff,60e34449b652fe824b444847_哲瑋 劉,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-11-27 13:58:11,2022-12-27 8:39:53,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有機車行駛,有時如此(49~30%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fc73d8489c6cf30a5986.jpg,6382fc73d8489c6cf30a5986,5,-3,2
00114.jpg,25.05150747,121.5822816,2022-11-27 13:55:00,,6382d3c1d8489c4bb20a594b_露露 米,6220a7e810be1548e5c8d09a_中梅 韓,,資料有誤,2022-11-27 13:58:34,2022-12-19 15:20:31,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,無車輛行駛,總是如此(100%~95%),就醫、照護|親子活動|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fc8ad8489c626c0a5987.jpg,6382fc8ad8489c626c0a5987,8.8,4,4
00115.jpg,25.11670611,121.5162628,2022-11-26 14:48:00,,6382d74bd8489cb52b0a5963_Avery Ying,60e34449b652fe824b444847_哲瑋 劉,,符合規定,2022-11-27 13:59:43,2022-11-30 13:07:51,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,無車輛行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fccfd8489c4e450a5988.jpg,6382fccfd8489c4e450a5988,7.6,0.5,2
00116.jpg,24.98335,121.508505,2022-11-27 13:58:00,,6382ccfdd8489c5e640a5944_Tiff,60e34449b652fe824b444847_哲瑋 劉,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-11-27 14:00:08,2022-12-27 8:39:25,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,無車輛行駛,有時如此(49~30%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fce8d8489c84f90a5989.jpg,6382fce8d8489c84f90a5989,8.6,3,5
00117.jpg,24.72723057,121.0882294,2022-11-27 13:58:00,,6382ce28d8489c362b0a5946_石曉晴,60e34449b652fe824b444847_哲瑋 劉,,符合規定,2022-11-27 14:00:57,2022-11-30 13:07:12,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|公共設施阻礙（機電設備）,無車輛行駛,總是如此(100%~95%),通學|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fd19d8489c408f0a598a.jpg,6382fd19d8489c408f0a598a,8.6,3,4
00118.jpg,24.9847175,121.5077339,2022-11-23 14:43:00,,6382d74bd8489cb52b0a5963_Avery Ying,63b249ba181b962dacdff4cc_viga huang,,符合規定,2022-11-27 14:02:10,2023-01-11 23:12:04,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）,有機車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fd62d8489c2ede0a598b.jpg,6382fd62d8489c2ede0a598b,4,-5.5,1
00119.jpg,24.9846325,121.5077419,2022-11-23 14:42:00,,6382d74bd8489cb52b0a5963_Avery Ying,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-11-27 14:02:48,2022-12-19 15:21:24,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fd88d8489c66670a598c.jpg,6382fd88d8489c66670a598c,4,-5.5,0.8
00120.jpg,25.11637139,121.5174597,2022-11-26 14:46:00,,6382d74bd8489cb52b0a5963_Avery Ying,63b249ba181b962dacdff4cc_viga huang,,符合規定,2022-11-27 14:05:25,2023-01-15 22:39:13,沒有設置人行道或騎樓,,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fe25d8489c59790a598d.jpg,6382fe25d8489c59790a598d,0,-10,0
00121.jpg,25.06774776,121.6296226,2022-11-27 14:03:00,,6382cd1cd8489c89f40a5945_lorraine ku,6220a7e810be1548e5c8d09a_中梅 韓,63bbe566181b96cec1e07464_CHUN CHUN,符合規定,2022-11-27 14:06:09,2023-01-09 18:00:24,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（臨時停車）,有機車行駛,通常如此(94~80%),就醫、照護|通學|工作|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382fe51d8489c725f0a598e.jpg,6382fe51d8489c725f0a598e,4.2,-4.5,0.8
00122.jpg,25.02934417,121.5157672,2022-04-21 12:30:00,,6382d74bd8489cb52b0a5963_Avery Ying,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-11-27 14:08:29,2022-12-19 15:15:39,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382feddd8489c48590a5990.jpg,6382feddd8489c48590a5990,5.2,-2,1.6
00123.jpg,24.7303246,121.0892594,2022-11-27 14:09:00,,6382ce28d8489c362b0a5946_石曉晴,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-11-27 14:11:49,2022-12-27 8:49:50,有設置人行道或騎樓,實體人行道(有實體分隔),沒有人行道或騎樓,沒有人行道或騎樓|私人佔用（臨時停車）|私人佔用（商家、住家）,有汽車行駛,通常如此(94~80%),通學|採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6382ffa5d8489c748a0a5991.jpg,6382ffa5d8489c748a0a5991,0.6,-10,0
00124.jpg,25.05432778,121.533425,2022-12-02 22:35:00,,60e34449b652fe824b444847_哲瑋 劉,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-02 22:42:41,2022-12-24 14:41:48,有設置人行道或騎樓,標線人行道(無實體分隔),沒有人行道或騎樓,私人佔用（商家、住家）,有汽車行駛,偶爾如此(29~10%),通學|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/638a0ee1424d514027df62ab.jpg,638a0ee1424d514027df62ab,0.6,-10,0
00125.jpg,25.03219444,121.5327528,2022-12-03 19:03:00,,60e34449b652fe824b444847_哲瑋 劉,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-12-03 21:20:54,2022-12-27 8:40:18,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|公共設施阻礙（有停車格）,有機車行駛,通常如此(94~80%),通學|採購日用|工作|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/638b4d36424d51cd51df62ad.jpg,638b4d36424d51cd51df62ad,5,-3,2
00126.jpg,25.03335833,121.5297861,2022-12-04 18:02:00,鋪面材質工法，導致輔具輪椅無法使用此段人行道,60e34449b652fe824b444847_哲瑋 劉,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-04 19:08:45,2022-12-19 15:22:21,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,無佔用或阻礙,無車輛行駛,偶爾如此(29~10%),採購日用|通學|採購食物|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/638c7fbd424d513200df62ae.jpg,638c7fbd424d513200df62ae,10,10,10
00127.jpg,25.03139167,121.5186472,2022-12-06 12:39:00,騎樓內看板高度過低，身高較高者有碰撞危險，整體安全感受也不佳,60e34449b652fe824b444847_哲瑋 劉,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-12-06 12:42:49,2022-12-27 8:47:04,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,通常如此(94~80%),通學|工作|採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/638ec849424d5167bbdf62af.jpg,638ec849424d5167bbdf62af,5,-3,1.6
00128.jpg,25.00755,121.5134806,2022-12-06 18:19:00,施工期間，人行空間消失，且沒有提供有保護效果的替代路線,60e34449b652fe824b444847_哲瑋 劉,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-06 18:24:03,2022-12-19 15:15:20,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,常如此(79~50%),通學|採購食物|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/638f1843424d51f230df62d1.jpg,638f1843424d51f230df62d1,2.6,-7,0
00129.jpg,25.03265556,121.5184694,2022-12-07 13:37:00,因為施工需要使用人行道，有提供交通指揮人員，有提供暫行性交通示警（三角錐），提醒路經此處的車輛注意行人,60e34449b652fe824b444847_哲瑋 劉,6220a7e810be1548e5c8d09a_中梅 韓,63aafbf84ee1ac0e056327cd_Richard Chen,符合規定,2022-12-09 4:41:00,2023-01-02 19:22:01,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）,有汽車行駛,常如此(79~50%),採購日用|通學|採購食物|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63924bdc424d51238adf62d4.jpg,63924bdc424d51238adf62d4,2.6,-7,0
00130.jpg,25.007425,121.513725,2022-12-08 16:14:00,,60e34449b652fe824b444847_哲瑋 劉,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-12-09 4:42:04,2022-12-27 8:50:22,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,有機車行駛,常如此(79~50%),通學|採購食物|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/63924c1c424d51a939df62d5.jpg,63924c1c424d51a939df62d5,5,-3,1.6
00131.jpg,25.13946692,121.7958659,2022-12-12 14:38:00,,6396c82b424d518564df62e1_ㄇ0,6220a7e810be1548e5c8d09a_中梅 韓,63b81784181b963cd7e04572_Ya,符合規定,2022-12-12 14:39:27,2023-01-06 20:44:38,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cc9f424d51e0a2df6317.jpg,6396cc9f424d51e0a2df6317,5.2,-2,1.6
00132.jpg,25.09327222,121.7147667,2022-12-08 16:06:00,,6396c7f7424d512622df62db_劉孟庭,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:43:01,2022-12-19 15:09:34,有設置人行道或騎樓,,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,無車輛行駛,通常如此(94~80%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cd75424d513097df631f.jpg,6396cd75424d513097df631f,6.8,-1,0
00133.jpg,25.13047789,121.7394256,2022-12-08 22:09:00,,6396c809424d517fb9df62de_吳禹廷,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:44:55,2022-12-19 15:13:50,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,有汽車行駛,有時如此(49~30%),其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cde7424d515593df6326.jpg,6396cde7424d515593df6326,0,-10,0
00134.jpg,25.09441661,121.7162257,2022-12-12 14:43:00,,6396c859424d513c36df62e4_林思羽,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:45:03,2022-12-19 15:14:44,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,總是如此(100%~95%),通學,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cdef424d513a55df6327.jpg,6396cdef424d513a55df6327,5.2,-2,1.6
00135.jpg,25.12876078,121.7395529,2022-12-07 16:57:00,,6396c7e9424d518918df62d9_喬欣 07張,6220a7e810be1548e5c8d09a_中梅 韓,63a7e7d54ee1ac1a25632773_Corey Wong|63ab84af4ee1ac35386327d1_安全 熊,符合規定,2022-12-12 14:45:13,2022-12-29 22:25:50,有設置人行道或騎樓,實體人行道(有實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,有時如此(49~30%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cdf9424d51f1ffdf6328.jpg,6396cdf9424d51f1ffdf6328,5.2,-2,1.6
00136.jpg,25.12926831,121.7392096,2022-12-07 16:59:00,,6396c7e9424d518918df62d9_喬欣 07張,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-12-12 14:49:08,2022-12-27 8:48:00,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,無人行道或騎樓,有時如此(49~30%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cee4424d510830df6332.jpg,6396cee4424d510830df6332,2.8,4,0
00137.jpg,25.12949228,121.7379635,2022-12-07 16:42:00,,6396c7f4424d515654df62da_王柏文,6220a7e810be1548e5c8d09a_中梅 韓,63a5adfd4ee1ac5ee3632750_凱翊 王|63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-12-12 14:49:13,2022-12-27 8:47:57,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（商家、住家）,有自行車行駛,常如此(79~50%),採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cee9424d512069df6333.jpg,6396cee9424d512069df6333,6.4,-1.5,2
00138.jpg,25.0950633,121.7172828,2022-12-07 16:42:00,,6396c85d424d51e367df62e6_嘉宏 21洪,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒|63aaba694ee1ac5fdf6327b9_SWL|63b29f74181b962669dffd90_Amber Chen,符合規定,2022-12-12 14:49:29,2023-01-02 17:12:11,沒有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,私人佔用（商家、住家）,無人行道或騎樓,總是如此(100%~95%),工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cef9424d51c0a2df6335.jpg,6396cef9424d51c0a2df6335,0,-10,0
00139.jpg,25.12912746,121.7382306,2022-12-12 14:48:00,,6396c843424d517783df62e3_14 謝伊玲,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:49:56,2022-12-19 15:10:53,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）|私人佔用（商家、住家）,有汽車行駛,通常如此(94~80%),通學|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cf14424d51ffa5df6336.jpg,6396cf14424d51ffa5df6336,2.6,-7,0
00140.jpg,25.12921974,121.7378712,2022-12-12 14:50:00,,6396c843424d517783df62e3_14 謝伊玲,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:52:01,2022-12-19 10:29:02,有設置人行道或騎樓,實體人行道(無實體分隔),輪椅無法通行（窄於100公分）,公共設施阻礙（機電設備）|私人佔用（臨時停車）|私人佔用（商家、住家）,無人行道或騎樓,通常如此(94~80%),其他,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cf91424d511f60df633c.jpg,6396cf91424d511f60df633c,1.1,-3,0
00141.jpg,25.13000973,121.7404585,2022-12-07 16:55:00,,6396c7f4424d515654df62da_王柏文,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:52:02,2022-12-19 10:27:17,有設置人行道或騎樓,實體人行道(無實體分隔),輪椅可以通行（寬於100公分）,私人佔用（商家、住家）|公共設施阻礙（機電設備）,無人行道或騎樓,有時如此(49~30%),採購食物|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cf92424d5108bddf633d.jpg,6396cf92424d5108bddf633d,1.6,-0.5,0
00142.jpg,25.12918332,121.7380589,2022-12-07 16:43:00,,6396c7e9424d518918df62d9_喬欣 07張,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:53:34,2022-12-19 10:26:45,有設置人行道或騎樓,騎樓,輪椅無法通行（窄於100公分）,私人佔用（臨時停車）,無車輛行駛,通常如此(94~80%),,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cfee424d513692df633e.jpg,6396cfee424d513692df633e,7.8,1.5,2
00143.jpg,25.13133724,121.739341,2022-12-12 14:52:00,,6396c843424d517783df62e3_14 謝伊玲,6220a7e810be1548e5c8d09a_中梅 韓,,不符規定,2022-12-12 14:53:42,2022-12-19 10:26:32,有設置人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,沒有人行道或騎樓,無人行道或騎樓,通常如此(94~80%),工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396cff6424d516e20df633f.jpg,6396cff6424d516e20df633f,2,-10,0
00144.jpg,,,2022-12-07 16:43:00,,6396c7f4424d515654df62da_王柏文,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-12-12 14:54:26,2022-12-27 8:47:55,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,偶爾如此(29~10%),通學|採購日用|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396d022424d5133ffdf6340.jpg,6396d022424d5133ffdf6340,5.2,-2,1.6
00145.jpg,25.13147161,121.7397469,2022-12-07 16:29:00,,6396c7fe424d512b39df62dd_余虹萱,6220a7e810be1548e5c8d09a_中梅 韓,,不符規定|資料有誤,2022-12-12 14:55:35,2022-12-18 9:45:57,沒有設置人行道或騎樓,實體人行道(有實體分隔),輪椅無法通行（窄於100公分）,私人佔用（商家、住家）|私人佔用（臨時停車）,無車輛行駛,常如此(79~50%),採購日用|工作|親子活動|就醫、照護|通學|採購食物|休閒,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396d067424d51316edf6343.jpg,6396d067424d51316edf6343,6,-2.5,0
00146.jpg,25.1306855,121.7407027,2022-12-07 16:58:00,,6396c7f4424d515654df62da_王柏文,6220a7e810be1548e5c8d09a_中梅 韓,63aaba694ee1ac5fdf6327b9_SWL,符合規定,2022-12-12 14:57:07,2022-12-27 17:40:23,有設置人行道或騎樓,實體人行道(無實體分隔),輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有汽車行駛,通常如此(94~80%),採購食物|採購日用,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396d0c3424d51716adf6344.jpg,6396d0c3424d51716adf6344,1.8,-9.5,0
00147.jpg,25.12910966,121.7381716,2022-12-07 16:43:00,,6396c7fe424d512b39df62dd_余虹萱,6220a7e810be1548e5c8d09a_中梅 韓,,符合規定,2022-12-12 14:59:32,2022-12-18 9:46:11,有設置人行道或騎樓,騎樓,輪椅可以通行（寬於100公分）,私人佔用（臨時停車）,有機車行駛,常如此(79~50%),親子活動|就醫、照護|通學|採購食物|採購日用|休閒|工作,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396d154424d51ecdbdf6347.jpg,6396d154424d51ecdbdf6347,5.2,-2,1.6
00148.jpg,,,2022-12-07 17:00:00,,6396c7f4424d515654df62da_王柏文,6220a7e810be1548e5c8d09a_中梅 韓,63a8fd9b4ee1aca5f6632785_阿軒,符合規定,2022-12-12 15:01:51,2022-12-27 8:47:12,有設置人行道或騎樓,實體人行道(無實體分隔),輪椅無法通行（窄於100公分）,公共設施阻礙（機電設備）|私人佔用（商家、住家）,無人行道或騎樓,總是如此(100%~95%),採購日用|採購食物,,,https://commutag.agawork.tw//static/upload/dataset/63528cc34f042e88cc951433/image/6396d1df424d5165ffdf6349.jpg,6396d1df424d5165ffdf6349,1.1,-3,0
